"kid","alias"
164,"taf1 rna polymerase ii, tata box binding protein (tbp) associated factor, 250kda"
164,"taf1"
164,"ba2r"
164,"ccg1"
164,"ccgs"
164,"dyt3"
164,"dyt3/taf1"
164,"kat4"
164,"n taf1"
164,"nscl2"
164,"of"
164,"p250"
164,"taf2a"
164,"tafii250"
164,"xdp"
164,"otthump00000024334"
164,"otthump00000024335"
164,"taf(ii)250"
164,"tafii 250"
164,"tbp associated factor 250 kda"
164,"cell cycle gene 1 protein"
164,"cell cycle, g1 phase defect"
164,"complementation of cell cycle block, g1 to s"
164,"transcription factor tfiid p250 polypeptide"
164,"transcription initiation factor tfiid 250 kda subunit"
164,"transcription initiation factor tfiid subunit 1"
165,"tripartite motif containing 24"
165,"trim24"
165,"ptc6"
165,"rnf82"
165,"tf1a"
165,"tif1"
165,"tif1a"
165,"tif1alpha"
165,"htif1"
165,"e3 ubiquitin protein ligase trim24"
165,"otthump00000208723"
165,"otthump00000208725"
165,"ring finger protein 82"
165,"tif1 alpha"
165,"transcription intermediary factor 1 alpha"
165,"transcriptional intermediary factor 1"
165,"tripartite motif containing 24"
166,"tripartite motif containing 28"
166,"trim28"
166,"flj29029"
166,"kap1"
166,"rnf96"
166,"tf1b"
166,"tif1b"
166,"e3 sumo protein ligase trim28"
166,"kap 1"
166,"krab associated protein 1"
166,"krab interacting protein 1"
166,"krip 1"
166,"ring finger protein 96"
166,"tif1 beta"
166,"nuclear corepressor kap 1"
166,"transcription intermediary factor 1 beta"
166,"transcriptional intermediary factor 1 beta"
166,"tripartite motif containing 28"
166,"tripartite motif containing protein 28"
167,"transient receptor potential cation channel, subfamily m, member 6"
167,"trpm6"
167,"rp11 174b4.1"
167,"chak2"
167,"hmgx"
167,"homg"
167,"homg1"
167,"hsh"
167,"otthump00000021487"
167,"channel kinase 2"
167,"melastatin related trp cation channel 6"
167,"transient receptor potential cation channel subfamily m member 6"
168,"transient receptor potential cation channel, subfamily m, member 7"
168,"trpm7"
168,"chak"
168,"chak1"
168,"flj20117"
168,"flj25718"
168,"ltrpc7"
168,"trp plik"
168,"ltrpc ion channel family member 7"
168,"ltrpc 7"
168,"channel kinase 1"
168,"long transient receptor potential channel 7"
168,"transient receptor potential cation channel subfamily m member 7"
168,"transient receptor potential phospholipase c interacting kinase"
169,"twinfilin, actin binding protein, homolog 1 (drosophila)"
169,"twf1"
169,"a6"
169,"mgc23788"
169,"mgc41876"
169,"ptk9"
169,"a6 protein tyrosine kinase"
169,"ptk9 protein tyrosine kinase 9"
169,"protein a6"
169,"protein tyrosine kinase 9"
169,"twinfilin 1"
170,"activin a receptor, type i"
170,"acvr1"
170,"actri"
170,"acvr1a"
170,"acvrlk2"
170,"alk2"
170,"fop"
170,"skr1"
170,"tsri"
170,"otthump00000162806"
170,"otthump00000204626"
170,"otthump00000240120"
170,"tgf b superfamily receptor type i"
170,"activin a receptor, type ii like kinase 2"
170,"activin receptor type i"
170,"activin receptor type 1"
170,"activin receptor like kinase 2"
170,"hydroxyalkyl protein kinase"
170,"serine/threonine protein kinase receptor r1"
171,"activin a receptor, type ib"
171,"acvr1b"
171,"actrib"
171,"acvrlk4"
171,"alk4"
171,"skr2"
171,"otthump00000237285"
171,"otthump00000237286"
171,"otthump00000237287"
171,"otthump00000237289"
171,"activin a receptor, type ii like kinase 4"
171,"activin receptor type 1b"
171,"activin receptor like kinase 4"
171,"serine/threonine protein kinase receptor r2"
172,"activin a receptor, type ic"
172,"acvr1c"
172,"acvrlk7"
172,"alk7"
172,"actr ic"
172,"alk 7"
172,"otthump00000162803"
172,"otthump00000204601"
172,"otthump00000204602"
172,"otthump00000204603"
172,"activin receptor type ic"
172,"activin receptor type 1c"
172,"activin receptor like kinase 7"
173,"activin a receptor, type iia"
173,"acvr2a"
173,"actrii"
173,"acvr2"
173,"otthump00000197917"
173,"otthump00000197918"
173,"activin receptor type 2a"
174,"activin a receptor, type iib"
174,"acvr2b"
174,"actriib"
174,"actr iib"
174,"htx4"
174,"mgc116908"
174,"otthump00000161965"
174,"activin receptor type 2b"
175,"activin a receptor type ii like 1"
175,"acvrl1"
175,"acvrlk1"
175,"alk 1"
175,"alk1"
175,"hht"
175,"hht2"
175,"orw2"
175,"skr3"
175,"tsr i"
175,"tgf b superfamily receptor type i"
175,"activin a receptor, type ii like kinase 1"
175,"activin receptor like kinase 1"
175,"serine/threonine protein kinase receptor r3"
176,"anti mullerian hormone receptor, type ii"
176,"amhr2"
176,"amhr"
176,"misr2"
176,"misrii"
176,"mrii"
176,"amh type ii receptor"
176,"mis type ii receptor"
176,"mullerian inhibiting substance type ii receptor"
176,"anti muellerian hormone type ii receptor"
176,"anti muellerian hormone type 2 receptor"
177,"ankyrin repeat and kinase domain containing 1"
177,"ankk1"
177,"pkk2"
177,"otthump00000236610"
177,"x kinase"
177,"ankyrin repeat and protein kinase domain containing protein 1"
177,"protein kinase pkk2"
177,"sgk288"
177,"sugen kinase 288"
178,"v raf murine sarcoma 3611 viral oncogene homolog"
178,"araf"
178,"rp1 230g1.1"
178,"a raf"
178,"araf1"
178,"pks2"
178,"rafa1"
178,"a raf proto oncogene serine/threonine protein kinase"
178,"otthump00000023212"
178,"oncogene araf1"
178,"ras binding protein da raf"
178,"proto oncogene a raf"
178,"proto oncogene a raf 1"
178,"proto oncogene pks"
178,"serine/threonine protein kinase a raf"
178,"v raf murine sarcoma 3611 viral oncogene homolog 1"
179,"bone morphogenetic protein receptor, type ia"
179,"bmpr1a"
179,"10q23del"
179,"acvrlk3"
179,"alk3"
179,"cd292"
179,"skr5"
179,"alk 3"
179,"bmp type 1a receptor"
179,"bmpr 1a"
179,"otthump00000020014"
179,"activin a receptor, type ii like kinase 3"
179,"activin receptor like kinase 3"
179,"bone morphogenetic protein receptor type 1a"
179,"serine/threonine protein kinase receptor r5"
180,"bone morphogenetic protein receptor, type ib"
180,"bmpr1b"
180,"alk 6"
180,"alk6"
180,"cdw293"
180,"bmp type 1b receptor"
180,"bmpr 1b"
180,"otthump00000161621"
180,"otthump00000161622"
180,"otthump00000219359"
180,"otthump00000219880"
180,"otthump00000219882"
180,"activin receptor like kinase 6"
180,"bone morphogenetic protein receptor type 1b"
180,"serine/threonine receptor kinase"
181,"bone morphogenetic protein receptor, type ii (serine/threonine kinase)"
181,"bmpr2"
181,"bmpr ii"
181,"bmpr3"
181,"bmr2"
181,"brk 3"
181,"flj41585"
181,"flj76945"
181,"pph1"
181,"t alk"
181,"bmp type ii receptor"
181,"bmp type 2 receptor"
181,"bmpr 2"
181,"otthump00000164984"
181,"otthump00000164985"
181,"bone morphogenetic protein receptor type ii"
181,"bone morphogenetic protein receptor type 2"
181,"type ii activin receptor like kinase"
181,"type ii receptor for bone morphogenetic protein 4"
182,"v raf murine sarcoma viral oncogene homolog b1"
182,"braf"
182,"b raf1"
182,"braf1"
182,"flj95109"
182,"mgc126806"
182,"mgc138284"
182,"ns7"
182,"rafb1"
182,"94 kda b raf protein"
182,"b raf proto oncogene serine/threonine protein kinase (p94)"
182,"otthump00000212184"
182,"murine sarcoma viral (v raf) oncogene homolog b1"
182,"p94"
182,"proto oncogene b raf"
182,"serine/threonine protein kinase b raf"
183,"integrin linked kinase"
183,"ilk"
183,"dkfzp686f1765"
183,"ilk 2"
183,"p59"
183,"59 kda serine/threonine protein kinase"
183,"ilk 1"
183,"otthump00000164591"
183,"otthump00000229991"
183,"otthump00000229995"
183,"otthump00000229996"
183,"integrin linked kinase 2"
183,"integrin linked protein kinase"
183,"p59ilk"
184,"interleukin 1 receptor associated kinase 1"
184,"irak1"
184,"irak"
184,"pelle"
184,"irak 1"
184,"otthump00000026014"
184,"otthump00000026015"
184,"otthump00000026020"
184,"otthump00000180621"
184,"pelle homolog"
185,"interleukin 1 receptor associated kinase 2"
185,"irak2"
185,"irak 2"
185,"mgc150550"
185,"otthump00000207789"
185,"interleukin 1 receptor associated kinase 2"
185,"interleukin 1 receptor associated kinase like 2"
186,"interleukin 1 receptor associated kinase 3"
186,"irak3"
186,"asrt5"
186,"flj13601"
186,"irakm"
186,"il 1 receptor associated kinase m"
186,"otthump00000239912"
186,"otthump00000239914"
187,"interleukin 1 receptor associated kinase 4"
187,"irak4"
187,"ipd1"
187,"ny ren 64"
187,"ren64"
187,"irak 4"
187,"renal carcinoma antigen ny ren 64"
188,"kinase suppressor of ras 1"
188,"ksr1"
188,"rsu2"
188,"otthump00000162931"
188,"kinase suppressor of ras 1"
189,"kinase suppressor of ras 2"
189,"ksr2"
189,"flj25965"
189,"otthump00000239951"
189,"kinase suppressor of ras 2"
190,"lim domain kinase 1"
190,"limk1"
190,"limk"
190,"limk 1"
190,"lim motif containing protein kinase"
190,"otthump00000160532"
190,"otthump00000211913"
191,"lim domain kinase 2"
191,"limk2"
191,"limk 2"
191,"otthump00000199482"
191,"otthump00000199483"
191,"otthump00000199484"
191,"otthump00000199485"
192,"leucine rich repeat kinase 1"
192,"lrrk1"
192,"flj23119"
192,"flj27465"
192,"kiaa1790"
192,"ripk6"
192,"roco1"
192,"otthump00000230021"
192,"leucine rich repeat serine/threonine protein kinase 1"
193,"leucine rich repeat kinase 2"
193,"lrrk2"
193,"aura17"
193,"dardarin"
193,"park8"
193,"ripk7"
193,"roco2"
193,"otthump00000179167"
193,"augmented in rheumatoid arthritis 17"
193,"leucine rich repeat serine/threonine protein kinase 2"
194,"mitogen activated protein kinase kinase kinase 10"
194,"map3k10"
194,"mekk10"
194,"mlk2"
194,"mst"
194,"mkn28 derived nonreceptor_type serine/threonine kinase"
194,"mkn28 kinase"
194,"mixed lineage kinase 2"
194,"protein kinase mst"
195,"mitogen activated protein kinase kinase kinase 11"
195,"map3k11"
195,"mekk11"
195,"mgc17114"
195,"mlk 3"
195,"mlk3"
195,"ptk1"
195,"sprk"
195,"otthump00000233249"
195,"otthump00000233268"
195,"sh3 domain containing proline rich kinase"
195,"mixed lineage kinase 3"
195,"protein tyrosine kinase ptk1"
195,"src homology 3 domain containing proline rich kinase"
196,"mitogen activated protein kinase kinase kinase 12"
196,"map3k12"
196,"dlk"
196,"mekk12"
196,"muk"
196,"zpk"
196,"zpkp1"
196,"mapk upstream kinase"
196,"dual leucine zipper bearing kinase"
196,"dual leucine zipper kinase dlk"
196,"leucine zipper protein kinase"
196,"mixed lineage kinase"
196,"protein kinase muk"
197,"mitogen activated protein kinase kinase kinase 13"
197,"map3k13"
197,"lzk"
197,"mekk13"
197,"mgc133196"
197,"mlk"
197,"otthump00000210395"
197,"otthump00000210397"
197,"otthump00000210398"
197,"otthump00000210400"
197,"leucine zipper bearing kinase"
197,"mixed lineage kinase"
198,"mitogen activated protein kinase kinase kinase 7"
198,"map3k7"
198,"rp1 154g14.1"
198,"mekk7"
198,"tak1"
198,"tgf1a"
198,"otthump00000016870"
198,"otthump00000016871"
198,"otthump00000016872"
198,"otthump00000016873"
198,"tgf beta activated kinase 1"
198,"tgf beta activated kinase 1"
198,"transforming growth factor beta activated kinase 1"
199,"mitogen activated protein kinase kinase kinase 9"
199,"map3k9"
199,"mekk9"
199,"mlk1"
199,"prke1"
199,"mixed lineage kinase 1 (tyr and ser/thr specificity)"
200,"mixed lineage kinase domain like"
200,"mlkl"
200,"flj34389"
200,"mixed lineage kinase domain like protein"
201,"v raf 1 murine leukemia viral oncogene homolog 1"
201,"raf1"
201,"craf"
201,"ns5"
201,"raf 1"
201,"c raf"
201,"otthump00000160218"
201,"otthump00000207813"
201,"otthump00000209389"
201,"oncogene raf1"
201,"raf proto oncogene serine/threonine protein kinase"
201,"proto oncogene c raf"
201,"raf proto oncogene serine/threonine protein kinase"
202,"receptor (tnfrsf) interacting serine threonine kinase 1"
202,"ripk1"
202,"flj39204"
202,"rip"
202,"rip1"
202,"otthump00000015955"
202,"rip 1"
202,"cell death protein rip"
202,"receptor interacting protein"
202,"receptor interacting protein 1"
202,"receptor interacting serine/threonine protein kinase 1"
202,"serine/threonine protein kinase rip"
203,"receptor interacting serine threonine kinase 2"
203,"ripk2"
203,"wugsc:h_rg437l15.1"
203,"card3"
203,"cardiak"
203,"cck"
203,"gig30"
203,"rick"
203,"rip2"
203,"card carrying kinase"
203,"card containing il 1 beta ice kinase"
214,"pkb beta"
203,"card containing interleukin 1 beta converting enzyme (ice) associated kinase"
203,"card containing interleukin 1 beta converting enzyme associated kinase"
203,"otthump00000224990"
203,"rip 2"
203,"rip like interacting clarp kinase"
203,"growth inhibiting gene 30"
203,"receptor interacting protein 2"
203,"receptor interacting protein (rip) like interacting caspase like apoptosis regulatory protein (clarp) kinase"
203,"receptor interacting protein 2"
203,"receptor interacting serine/threonine protein kinase 2"
204,"receptor interacting serine threonine kinase 3"
204,"ripk3"
204,"rip3"
204,"otthump00000164791"
204,"rip 3"
204,"rip like protein kinase 3"
204,"receptor interacting protein 3"
204,"receptor interacting protein 3"
204,"receptor interacting serine/threonine protein kinase 3"
205,"receptor interacting serine threonine kinase 4"
205,"ripk4"
205,"ankk2"
205,"ankrd3"
205,"dik"
205,"mgc129992"
205,"mgc129993"
205,"pkk"
205,"rip4"
205,"otthump00000109266"
205,"pkc delta interacting protein kinase"
205,"ankyrin repeat domain 3"
205,"ankyrin repeat domain containing protein 3"
205,"receptor interacting serine/threonine protein kinase 4"
205,"serine/threonine protein kinase ankrd3"
206,"testis specific kinase 1"
206,"tesk1"
206,"otthump00000021332"
206,"dual specificity testis specific protein kinase 1"
206,"testicular protein kinase 1"
207,"testis specific kinase 2"
207,"tesk2"
207,"otthump00000009093"
207,"otthump00000009094"
207,"dual specificity testis specific protein kinase 2"
207,"testicular protein kinase 2"
208,"transforming growth factor, beta receptor 1"
208,"tgfbr1"
208,"rp11 96l7.1"
208,"aat5"
208,"acvrlk4"
208,"alk 5"
208,"alk5"
208,"lds1a"
208,"lds2a"
208,"skr4"
208,"tgfr 1"
208,"otthump00000021783"
208,"tgf beta receptor type i"
208,"tgf beta receptor type 1"
208,"tgf beta type i receptor"
208,"activin a receptor type ii like kinase, 53kd"
208,"activin a receptor type ii like kinase, 53kda"
208,"activin receptor like kinase 5"
208,"serine/threonine protein kinase receptor r4"
208,"tbetar i"
208,"transforming growth factor beta receptor i"
208,"transforming growth factor, beta receptor i (activin a receptor type ii like kinase, 53kd)"
208,"transforming growth factor beta receptor type i"
209,"transforming growth factor, beta receptor ii (70/80kda)"
209,"tgfbr2"
209,"aat3"
209,"faa3"
209,"lds1b"
209,"lds2b"
209,"mfs2"
209,"riic"
209,"taad2"
209,"tgfr 2"
209,"tgfbeta rii"
209,"otthump00000161128"
209,"otthump00000208552"
209,"tgf beta receptor type ii"
209,"tgf beta receptor type iib"
209,"tgf beta receptor type 2"
209,"tgf beta type ii receptor"
209,"tbetar ii"
209,"transforming growth factor beta receptor type iic"
209,"transforming growth factor, beta receptor ii (70/80kda) isoform 1"
209,"transforming growth factor, beta receptor ii (70/80kda) isoform 2"
209,"transforming growth factor beta receptor type ii"
210,"tnni3 interacting kinase"
210,"tnni3k"
210,"cark"
210,"mgc142099"
210,"mgc33828"
210,"otthump00000011170"
210,"tnni3 interacting kinase"
210,"cardiac ankyrin repeat kinase"
210,"cardiac troponin i interacting kinase"
210,"serine/threonine protein kinase tnni3k"
211,"adrenergic, beta, receptor kinase 1"
211,"adrbk1"
211,"bark1"
211,"beta ark1"
211,"flj16718"
211,"grk2"
211,"g protein coupled receptor kinase 2"
211,"otthump00000235171"
211,"beta ark 1"
211,"beta adrenergic receptor kinase 1"
212,"adrenergic, beta, receptor kinase 2"
212,"adrbk2"
212,"bark2"
212,"grk3"
212,"g protein coupled receptor kinase 3"
212,"otthump00000196857"
212,"beta ark 2"
212,"beta adrenergic receptor kinase 2"
213,"v akt murine thymoma viral oncogene homolog 1"
213,"akt1"
213,"akt"
213,"mgc99656"
213,"pkb"
213,"pkb alpha"
213,"prkba"
213,"rac"
213,"rac alpha"
213,"rac pk alpha"
213,"rac alpha serine/threonine protein kinase"
213,"protein kinase b"
213,"proto oncogene c akt"
213,"rac protein kinase alpha"
214,"v akt murine thymoma viral oncogene homolog 2"
214,"akt2"
214,"pkbb"
214,"pkbbeta"
214,"prkbb"
214,"rac beta"
214,"otthump00000174417"
214,"rac pk beta"
214,"rac beta serine/threonine protein kinase"
214,"murine thymoma viral (v akt) homolog 2"
214,"protein kinase akt 2"
214,"protein kinase b beta"
214,"rac protein kinase beta"
215,"v akt murine thymoma viral oncogene homolog 3 (protein kinase b, gamma)"
215,"akt3"
215,"dkfzp434n0250"
215,"pkb gamma"
215,"pkbg"
215,"prkbg"
215,"rac pk gamma"
215,"rac gamma"
215,"stk 2"
215,"otthump00000037911"
215,"otthump00000037912"
215,"pkb gamma"
215,"rac gamma serine/threonine protein kinase"
215,"rac gamma serine/threonine protein kinase"
215,"protein kinase akt 3"
215,"protein kinase b gamma"
215,"serine threonine protein kinase, akt 3"
216,"cdc42 binding protein kinase alpha (dmpk like)"
216,"cdc42bpa"
216,"rp5 1087e8.4"
216,"dkfzp686l1738"
216,"dkfzp686p1738"
216,"flj23347"
216,"kiaa0451"
216,"mrck"
216,"mrcka"
216,"pk428"
216,"cdc42 binidng protein kinase beta"
216,"cdc42 binding protein kinase alpha (dmpk like)"
216,"dmpk like alpha"
216,"mrck alpha"
216,"otthump00000035727"
216,"otthump00000035728"
216,"otthump00000035729"
216,"otthump00000035730"
216,"myotonic dystrophy kinase related cdc42 binding kinase alpha"
216,"myotonic dystrophy kinase related cdc42 binding protein kinase alpha"
216,"myotonic dystrophy protein kinase like alpha"
216,"ser thr protein kinase pk428"
216,"ser thr protein kinase related to the myotonic dystrophy protein kinase"
216,"serine/threonine protein kinase mrck alpha"
217,"cdc42 binding protein kinase beta (dmpk like)"
217,"cdc42bpb"
217,"dkfzp686h1431"
217,"flj37601"
217,"flj44730"
217,"kiaa1124"
217,"mrckb"
217,"cdc42 binding protein kinase beta (dmpk like)"
217,"dmpk like beta"
217,"mrck beta"
217,"myotonic dystrophy kinase related cdc42 binding kinase beta"
217,"myotonic dystrophy protein kinase like beta"
217,"serine/threonine protein kinase mrck beta"
218,"cdc42 binding protein kinase gamma (dmpk like)"
218,"cdc42bpg"
218,"dmpk2"
218,"hsmdpkin"
218,"kappa 200"
218,"mrckgamma"
218,"cdc42 binding protein kinase gamma"
218,"dmpk like gamma"
218,"mrck gamma"
218,"otthump00000042866"
218,"myotonic dystrophy kinase related cdc42 binding kinase gamma"
218,"myotonic dystrophy protein kinase like protein"
218,"myotonic dystrophy protein kinase like alpha"
218,"myotonic dystrophy protein kinase like gamma"
218,"serine/threonine protein kinase mrck gamma"
219,"citron (rho interacting, serine/threonine kinase 21)"
219,"cit"
219,"crik"
219,"kiaa0949"
219,"stk21"
219,"otthump00000166060"
219,"otthump00000239872"
219,"otthump00000239873"
219,"citron rho interacting kinase"
219,"serine/threonine protein kinase 21"
220,"dystrophia myotonica protein kinase"
220,"dmpk"
220,"dm"
220,"dm1"
220,"dm1pk"
220,"dmk"
220,"mdpk"
220,"mt pk"
220,"dm protein kinase"
220,"dm kinase"
220,"myotonic dystrophy associated protein kinase"
220,"myotonic dystrophy protein kinase"
220,"myotonin protein kinase a"
220,"myotonin protein kinase"
220,"thymopoietin homolog"
221,"g protein coupled receptor kinase 1"
221,"grk1"
221,"gprk1"
221,"rhok"
221,"rk"
221,"rhodopsin kinase"
222,"g protein coupled receptor kinase 4"
222,"grk4"
222,"gprk2l"
222,"gprk4"
222,"grk4a"
222,"it11"
222,"iti1"
222,"otthump00000216992"
222,"otthump00000216993"
222,"otthump00000216995"
222,"otthump00000221010"
223,"g protein coupled receptor kinase 5"
223,"grk5"
223,"flj39780"
223,"gprk5"
223,"fp2025"
223,"otthump00000020596"
223,"g protein coupled receptor kinase grk5"
224,"g protein coupled receptor kinase 6"
224,"grk6"
224,"flj32135"
224,"gprk6"
224,"otthump00000223834"
224,"otthump00000223835"
224,"otthump00000223836"
224,"otthump00000231482"
224,"otthump00000231483"
224,"g protein coupled receptor kinase grk6"
225,"g protein coupled receptor kinase 7"
225,"grk7"
225,"gprk7"
225,"otthump00000214002"
225,"g protein coupled receptor kinase grk7"
226,"lats, large tumor suppressor, homolog 1 (drosophila)"
226,"lats1"
226,"warts"
226,"wts"
226,"lats (large tumor suppressor, drosophila) homolog 1"
226,"otthump00000237239"
226,"otthump00000237240"
226,"warts protein kinase"
226,"h warts"
226,"large tumor suppressor homolog 1"
226,"serine/threonine protein kinase lats1"
227,"lats, large tumor suppressor, homolog 2 (drosophila)"
227,"lats2"
227,"flj13161"
227,"kpm"
227,"lats (large tumor suppressor, drosophila) homolog 2"
227,"otthump00000018106"
227,"kinase phosphorylated during mitosis protein"
227,"large tumor suppressor homolog 2"
227,"serine/threonine kinase kpm"
227,"serine/threonine protein kinase lats2"
227,"serine/threonine protein kinase kpm"
227,"warts like kinase"
228,"microtubule associated serine/threonine kinase 1"
228,"mast1"
228,"kiaa0973"
228,"sast"
228,"sast170"
228,"microtubule associated serine/threonine protein kinase 1"
228,"syntrophin associated serine/threonine kinase"
228,"syntrophin associated serine/threonine protein kinase"
229,"microtubule associated serine/threonine kinase 2"
229,"mast2"
229,"flj39200"
229,"kiaa0807"
229,"mast205"
229,"mtssk"
229,"rp4 533d7.1"
229,"otthump00000009697"
229,"microtubule associated testis specific serine/threonine protein kinase"
229,"microtubule associated serine/threonine protein kinase 2"
230,"microtubule associated serine/threonine kinase 3"
230,"mast3"
230,"kiaa0561"
230,"microtubule associated serine/threonine protein kinase 3"
231,"microtubule associated serine/threonine kinase family member 4"
231,"mast4"
231,"dkfzp686e18148"
231,"dkfzp686n1467"
231,"flj16540"
231,"flj33039"
231,"kiaa0303"
231,"otthump00000201718"
231,"otthump00000201719"
231,"otthump00000201720"
231,"otthump00000201722"
231,"otthump00000201724"
231,"otthump00000201725"
231,"microtubule associated serine/threonine protein kinase 4"
232,"microtubule associated serine/threonine kinase like"
232,"mastl"
232,"flj14813"
232,"greatwall"
232,"gw"
232,"gwl"
232,"mast l"
232,"rp11 85g18.2"
232,"thc2"
232,"hgwl"
232,"otthump00000019368"
232,"otthump00000019369"
232,"otthump00000019370"
232,"greatwall protein kinase"
232,"microtubule associated serine/threonine protein kinase like"
232,"serine/threonine protein kinase greatwall"
233,"3 phosphoinositide dependent protein kinase 1"
233,"pdpk1"
233,"mgc20087"
233,"mgc35290"
233,"pdk1"
233,"pro0461"
233,"3 phosphoinositide dependent protein kinase 1"
233,"otthump00000159109"
233,"otthump00000159110"
233,"otthump00000174525"
233,"pkb kinase like gene 1"
233,"pkb like 1"
233,"hpdk1"
233,"protein kinase"
234,"protein kinase n1"
234,"pkn1"
234,"dbk"
234,"mgc46204"
234,"pkn"
234,"pkn alpha"
234,"prk1"
234,"prkcl1"
234,"otthump00000037582"
234,"otthump00000037583"
234,"protease activated kinase 1"
234,"protein kinase c like 1"
234,"protein kinase c like pkn"
234,"protein kinase c related kinase 1"
234,"protein kinase pkn alpha"
234,"protein kinase c related kinase 1"
234,"serine threonine kinase n"
234,"serine threonine protein kinase n"
234,"serine/threonine protein kinase n"
234,"serine/threonine protein kinase n1"
235,"protein kinase n2"
235,"pkn2"
235,"rp5 905h16.1"
235,"mgc150606"
235,"mgc71074"
235,"prk2"
235,"prkcl2"
235,"pro2042"
235,"otthump00000011760"
235,"cardiolipin activated protein kinase pak2"
235,"protein kinase c like 2"
235,"protein kinase c related kinase 2"
235,"serine/threonine protein kinase n2"
236,"protein kinase n3"
236,"pkn3"
236,"rp11 545e17.1"
236,"otthump00000022293"
236,"protein kinase pkn beta"
236,"protein kinase c related kinase 3"
236,"serine/threonine protein kinase n3"
237,"protein kinase, camp dependent, catalytic, alpha"
237,"prkaca"
237,"mgc102831"
237,"mgc48865"
237,"pkaca"
237,"pka c alpha"
237,"camp dependent protein kinase catalytic subunit alpha"
237,"protein kinase a catalytic subunit"
238,"protein kinase, camp dependent, catalytic, beta"
238,"prkacb"
238,"rp11 82h13.1"
238,"dkfzp781i2452"
238,"mgc41879"
238,"mgc9320"
238,"pkacb"
238,"otthump00000011663"
238,"otthump00000011664"
238,"otthump00000011665"
295,"chk"
238,"otthump00000011666"
238,"otthump00000011667"
238,"otthump00000011668"
238,"otthump00000011669"
238,"otthump00000011670"
238,"otthump00000011671"
238,"otthump00000011672"
238,"otthump00000011673"
238,"otthump00000011674"
238,"pka c beta"
238,"camp dependent protein kinase catalytic beta subunit isoform 4ab"
238,"camp dependent protein kinase catalytic subunit beta"
238,"protein kinase a catalytic subunit beta"
239,"protein kinase, camp dependent, catalytic, gamma"
239,"prkacg"
239,"kapg"
239,"pkacg"
239,"otthump00000021422"
239,"pka c gamma"
239,"camp dependent protein kinase catalytic subunit gamma"
239,"serine(threonine) protein kinase"
240,"protein kinase c, alpha"
240,"prkca"
240,"aag6"
240,"mgc129900"
240,"mgc129901"
240,"pkc alpha"
240,"pkca"
240,"pkc a"
240,"aging associated gene 6"
240,"protein kinase c alpha type"
241,"protein kinase c, beta"
241,"prkcb"
241,"mgc41878"
241,"pkc beta"
241,"pkcb"
241,"prkcb1"
241,"prkcb2"
241,"otthump00000162377"
241,"otthump00000162378"
241,"pkc b"
241,"protein kinase c beta type"
241,"protein kinase c, beta 1 polypeptide"
242,"protein kinase c, delta"
242,"prkcd"
242,"may1"
242,"mgc49908"
242,"pkcd"
242,"npkc delta"
242,"otthump00000165024"
242,"otthump00000165025"
242,"protein kinase c delta viii"
242,"protein kinase c delta type"
243,"protein kinase c, epsilon"
243,"prkce"
243,"mgc125656"
243,"mgc125657"
243,"pkce"
243,"npkc epsilon"
243,"otthump00000159032"
243,"protein kinase c epsilon type"
244,"protein kinase c, gamma"
244,"prkcg"
244,"mgc57564"
244,"pkc gamma"
244,"pkcc"
244,"pkcg"
244,"sca14"
244,"otthump00000067291"
244,"protein kinase c gamma type"
245,"protein kinase c, eta"
245,"prkch"
245,"mgc26269"
245,"mgc5363"
245,"pkc l"
245,"pkcl"
245,"prkcl"
245,"npkc eta"
245,"otthump00000179058"
245,"protein kinase c eta type"
246,"protein kinase c, iota"
246,"prkci"
246,"dxs1179e"
246,"mgc26534"
246,"pkci"
246,"npkc iota"
246,"otthump00000196630"
246,"prkc lambda/iota"
246,"apkc lambda/iota"
246,"atypical protein kinase c lambda/iota"
246,"protein kinase c iota type"
247,"protein kinase c, theta"
247,"prkcq"
247,"rp11 563j2.1"
247,"mgc126514"
247,"mgc141919"
247,"prkct"
247,"npkc theta"
247,"otthump00000019053"
247,"protein kinase c theta type"
248,"protein kinase c, zeta"
248,"prkcz"
248,"pkc zeta"
248,"pkc2"
248,"otthump00000001368"
248,"otthump00000196802"
248,"otthump00000220759"
248,"otthump00000220762"
248,"npkc zeta"
248,"protein kinase c zeta type"
249,"protein kinase, cgmp dependent, type i"
249,"prkg1"
249,"rp11 346d6.1"
249,"cgki"
249,"dkfzp686k042"
249,"flj36117"
249,"mgc71944"
249,"pgk"
249,"pkg"
249,"prkg1b"
249,"prkgr1b"
249,"cgki beta"
249,"cgki alpha"
249,"otthump00000019618"
249,"otthump00000019619"
249,"cgk 1"
249,"cgk1"
249,"cgmp dependent protein kinase 1"
249,"cgmp dependent protein kinase i"
249,"protein kinase, cgmp dependent, regulatory, type i, beta"
250,"protein kinase, cgmp dependent, type ii"
250,"prkg2"
250,"prkgr2"
250,"cgkii"
250,"otthump00000160807"
250,"cgk 2"
250,"cgk2"
250,"cgmp dependent protein kinase 2"
250,"cgmp dependent protein kinase ii"
251,"protein kinase, x linked"
251,"prkx"
251,"pkx1"
251,"otthump00000022861"
251,"protein kinase pkx1"
251,"serine/threonine protein kinase prkx"
252,"rho associated, coiled coil containing protein kinase 1"
252,"rock1"
252,"mgc131603"
252,"mgc43611"
252,"p160rock"
252,"pro0435"
